id,birth_year,vocation,sun_deg,moon_deg,mercury_deg,venus_deg,mars_deg,jupiter_deg,saturn_deg,uranus_deg,neptune_deg,pluto_deg,aspects
295,1985,Engineer,260.7072,123.3617,258.1016,269.4045,82.733,138.7663,39.0852,72.8455,309.453,181.5694,Sun conj Mercury; Sun opp Mars; Moon sq Saturn; Mercury opp Mars; Venus opp Mars
296,1993,Engineer,297.5451,217.984,279.4807,336.0995,215.933,315.9909,191.3148,270.8579,33.5484,237.3813,Moon conj Mars; Mercury sq Saturn
297,1999,Physician,194.143,337.5845,204.1423,187.5667,151.4462,314.9367,251.1514,154.4243,337.8318,173.5644,Sun conj Venus; Moon opp Mars; Moon sq Saturn
298,1992,Engineer,126.1864,289.6636,149.0265,158.5567,207.4035,153.1762,91.6265,275.7092,327.6307,30.1743,Mercury conj Jupiter; Venus conj Jupiter
299,1999,Engineer,315.6359,147.1128,298.221,335.7142,284.1921,208.0754,42.4183,2.5899,235.6366,247.596,Sun sq Saturn; Mercury sq Jupiter
300,1990,Engineer,147.1842,38.37,143.0442,155.3798,94.069,192.9978,203.2813,220.277,357.0475,143.0835,Sun conj Mercury
301,1986,Pilot,148.7621,282.1638,147.7803,136.3026,199.7681,91.36,110.3951,123.9683,253.9781,264.8817,Sun conj Mercury; Mars sq Saturn
302,1983,Engineer,269.2131,160.7742,280.3746,236.7454,77.2049,144.2019,121.8376,198.2074,250.9407,254.4444,Venus sq Jupiter
303,1985,Pilot,140.0773,228.9156,157.122,171.1098,169.8007,216.0884,31.7306,94.7131,133.5006,219.2504,Sun sq Moon; Venus conj Mars; Jupiter opp Saturn
304,1992,Engineer,335.0466,236.2231,323.0889,19.5455,20.6867,278.499,63.0976,177.9726,3.8557,306.2043,Sun sq Saturn; Moon sq Mercury; Moon opp Saturn; Venus conj Mars
305,1996,Scientist,102.9623,12.0994,108.5352,104.4805,83.4016,61.0138,12.982,86.1324,0.1034,56.6801,Sun sq Moon; Sun conj Mercury; Sun conj Venus; Sun sq Saturn; Moon sq Venus; Moon conj Saturn; Mercury conj Venus; Mercury sq Saturn; Venus sq Saturn
306,1988,Scientist,280.6822,127.126,274.8103,288.9459,186.3874,265.2932,24.7022,32.4597,102.4178,298.7153,Sun conj Mercury; Sun sq Mars; Mercury sq Mars; Venus sq Saturn
307,1998,Engineer,125.3143,99.5428,131.2706,95.9887,334.697,206.9664,93.9987,146.5685,38.3274,26.0589,Sun conj Mercury; Moon conj Venus; Moon conj Saturn; Venus conj Saturn
308,1989,Engineer,122.3877,42.1232,123.1318,99.1263,193.6452,285.6201,90.0509,159.3967,135.7489,174.1068,Sun conj Mercury; Venus sq Mars; Venus opp Jupiter; Mars sq Jupiter
309,1987,Pilot,272.6904,346.0459,270.3859,268.9195,211.2575,9.8463,41.8566,24.3195,228.1182,357.9113,Sun conj Mercury; Sun conj Venus; Mercury conj Venus
310,1987,Engineer,288.0581,148.4733,279.8315,291.4807,252.2947,94.8059,103.4242,143.615,269.5637,123.1174,Sun conj Venus; Sun opp Saturn; Mercury opp Jupiter; Mercury opp Saturn
311,1997,Pilot,335.3026,171.56,327.1008,13.157,96.8673,340.9625,245.9186,327.5739,179.6398,71.88,Sun conj Jupiter; Sun sq Saturn; Jupiter sq Saturn
312,1987,Scientist,314.1873,222.6949,294.9231,276.4295,331.2677,243.2924,238.8327,220.9777,275.1279,194.9306,Sun sq Moon; Mars sq Jupiter; Mars sq Saturn; Jupiter conj Saturn
313,1981,Engineer,305.2838,133.6308,294.9472,343.5034,317.1554,206.827,98.9039,65.8339,275.1344,184.0081,Moon opp Mars; Mercury sq Jupiter
314,1992,Engineer,79.9534,207.5995,54.9857,108.6833,172.1952,194.6765,180.8911,141.7381,247.0819,62.9281,Sun sq Mars; Venus sq Jupiter
315,1983,Pilot,251.368,165.6254,261.9638,204.5028,75.8709,209.163,117.157,220.6001,93.4923,197.4828,Sun sq Moon; Sun opp Mars; Moon sq Mars; Mercury opp Mars; Venus conj Jupiter; Venus sq Saturn; Jupiter sq Saturn
316,1987,Engineer,96.987,123.5147,79.2861,89.6855,150.8735,270.7905,131.4281,144.2133,162.2624,205.7075,Sun conj Venus; Sun opp Jupiter; Moon conj Saturn; Venus opp Jupiter
317,1998,Scientist,246.9643,293.1086,259.33,276.1567,199.9224,308.2711,70.5828,288.0135,265.8751,170.2753,Sun opp Saturn; Moon sq Mars
318,1980,Engineer,63.5786,179.8552,91.3301,97.1201,186.1225,259.4017,282.7199,108.0123,202.3698,204.4204,Moon sq Mercury; Moon conj Mars; Mercury conj Venus; Mercury sq Mars; Venus sq Mars; Venus opp Saturn
319,1992,Pilot,35.6309,58.8031,19.6971,12.0427,302.0298,34.6687,268.0536,93.5169,129.7104,200.6969,Sun sq Mars; Sun conj Jupiter; Mercury conj Venus; Mars sq Jupiter
320,1988,Scientist,123.8905,148.2339,115.5516,141.1307,218.0074,207.6674,233.9516,193.8378,352.5743,102.4591,Sun sq Mars; Moon conj Venus; Moon sq Saturn; Mercury sq Jupiter; Venus sq Saturn
321,1990,Engineer,242.3494,175.4977,255.5949,279.7541,137.1856,103.1485,227.4164,52.1454,60.3272,290.7782,Venus opp Jupiter; Mars sq Saturn
322,1990,Engineer,151.8539,220.4316,146.5212,190.9329,28.4803,123.7052,112.8535,235.0847,255.7561,217.9386,Sun conj Mercury; Mars sq Jupiter; Mars sq Saturn
323,1992,Engineer,97.6493,160.1634,117.9665,84.5131,211.2911,347.5894,149.0361,66.199,8.3164,261.9981,Moon opp Jupiter; Mercury sq Mars
324,1988,Engineer,338.5574,252.2509,315.0411,306.5808,37.0834,22.9653,316.3288,197.4361,9.4914,142.9245,Sun sq Moon; Mercury conj Saturn; Venus sq Mars
325,1982,Engineer,37.4142,30.3521,61.5832,26.8395,82.5681,265.5336,159.5378,45.5082,189.6272,61.4189,Sun conj Moon; Moon conj Venus; Mars opp Jupiter
326,1981,Engineer,238.8777,309.7328,229.089,236.5885,350.9934,194.6103,98.0692,160.1442,349.0352,251.1442,Sun conj Venus; Mercury conj Venus
327,1985,Scientist,212.6991,164.3556,226.6382,248.9193,156.5919,230.3231,192.1623,327.2123,173.3946,81.7662,Moon sq Venus; Moon conj Mars; Mercury conj Jupiter; Venus sq Mars
328,1982,Scientist,159.0697,131.682,145.6189,140.2127,0.0332,293.5367,305.2607,123.7986,168.9113,2.9942,Moon opp Saturn; Mercury conj Venus
329,1995,Engineer,340.9047,171.7441,313.4161,334.2265,105.4521,83.2375,2.5985,134.5118,148.2249,201.7996,Sun conj Venus; Moon sq Jupiter
330,1992,Engineer,89.9626,257.3777,98.1381,121.4916,79.4133,28.5155,225.1163,185.9796,287.9853,220.7578,Moon opp Mars; Venus sq Jupiter
331,1988,Engineer,102.4837,267.4537,119.777,94.1224,307.2535,65.6666,104.2543,229.2814,222.3826,97.9683,Sun conj Saturn; Moon opp Venus; Mercury opp Mars
332,1999,Engineer,177.1186,115.4317,157.6389,222.2113,7.9671,350.0397,101.5612,45.0141,157.83,2.9535,Sun opp Jupiter; Mars sq Saturn
333,1982,Physician,54.2461,177.6886,45.3932,36.1575,287.8064,359.2668,166.9264,284.9129,118.8895,303.6767,Moon opp Jupiter
334,1984,Engineer,20.1738,25.6985,18.502,350.6243,302.9541,294.2103,298.1707,43.9062,276.5324,89.6264,Sun conj Moon; Sun conj Mercury; Sun sq Jupiter; Moon conj Mercury; Moon sq Jupiter; Moon sq Saturn; Mercury sq Jupiter; Mars conj Saturn; Jupiter conj Saturn
335,1994,Pilot,88.9784,71.7048,102.1565,49.9986,239.7628,75.041,140.0843,346.037,337.0375,57.1001,Moon conj Jupiter; Venus sq Saturn
336,1981,Engineer,268.1008,197.8488,246.9408,266.2989,107.5727,129.7536,18.7515,240.0101,350.3787,84.9477,Sun conj Venus; Moon sq Mars; Moon opp Saturn; Mars sq Saturn
337,1993,Physician,116.8249,60.2497,104.2865,80.3112,284.0918,3.2147,15.1176,282.0511,171.0974,214.6364,Mercury opp Mars; Mercury sq Saturn; Mars sq Saturn
338,1991,Scientist,277.4869,179.9709,287.8998,261.9754,349.0746,273.4417,21.6188,127.9864,55.4106,193.0872,Sun conj Jupiter; Moon sq Jupiter; Mercury sq Saturn; Venus sq Mars
339,1983,Engineer,45.2979,83.7629,72.2717,72.9998,272.4111,289.9891,157.9388,69.4675,248.13,128.9403,Mercury conj Venus; Mercury sq Saturn; Venus sq Saturn
340,1984,Engineer,90.2506,14.2159,101.8217,95.917,195.3843,176.4331,204.0126,195.7034,116.5251,168.6221,Sun conj Venus; Sun sq Jupiter; Moon sq Mercury; Moon opp Mars; Mercury conj Venus; Mercury sq Mars
341,1999,Scientist,329.2106,199.6273,305.0677,296.0931,106.4422,94.8057,132.1606,0.2591,229.6894,136.4557,Moon sq Mars; Mercury opp Saturn
342,1985,Engineer,317.8557,223.1045,310.2439,329.3946,115.4499,22.803,348.1787,294.8579,68.353,245.9607,Sun sq Moon; Sun conj Mercury; Moon sq Mercury; Mars sq Jupiter
343,1997,Pilot,55.4873,101.9265,50.4364,38.4017,34.6523,237.2008,15.7598,337.6078,64.31,11.2586,Sun conj Mercury; Sun opp Jupiter; Moon sq Saturn; Mercury opp Jupiter; Venus conj Mars
344,1983,Engineer,174.7333,35.5513,178.71,207.0181,236.8517,189.2957,252.473,92.1379,131.8874,218.1433,Sun conj Mercury
345,1982,Engineer,4.711,168.5013,12.4903,351.3599,267.6519,320.555,295.9295,285.9298,20.988,222.096,Sun conj Mercury; Moon opp Venus
346,1996,Scientist,14.6351,25.3397,3.6538,57.3171,345.8112,34.9629,261.0619,191.398,68.2057,189.4291,Mars sq Saturn
347,1987,Scientist,205.21,341.1012,208.4817,210.7916,268.599,275.862,207.5629,242.8173,252.9181,153.747,Sun conj Mercury; Sun conj Venus; Sun conj Saturn; Mercury conj Venus; Mercury conj Saturn; Venus conj Saturn; Mars conj Jupiter
348,1983,Pilot,60.0514,64.9428,54.5386,44.4526,56.9435,359.4361,159.4844,126.8367,113.4558,356.9267,Sun conj Moon; Sun conj Mercury; Sun conj Mars; Moon conj Mars; Moon sq Saturn; Mercury conj Mars
349,1990,Engineer,304.1474,148.4436,311.6089,335.4583,116.4423,86.6601,196.4254,135.0227,198.0859,268.0482,Sun conj Mercury; Sun opp Mars; Moon opp Venus
350,1991,Engineer,346.1946,261.4728,13.2402,355.3879,186.3394,357.6283,108.663,108.1202,79.8792,308.0594,Sun sq Moon; Moon sq Venus; Mercury opp Mars; Mercury sq Saturn; Venus conj Jupiter
351,1980,Pilot,277.7483,339.6052,295.7992,317.9831,184.0577,205.4406,205.7803,33.9434,165.7331,56.1986,Sun sq Mars; Mercury sq Jupiter; Mercury sq Saturn; Jupiter conj Saturn
352,1988,Engineer,132.1498,209.5761,117.1975,162.013,33.0858,143.9274,330.4374,264.3357,260.489,285.4455,Moon sq Mercury; Moon opp Mars; Mercury sq Mars; Jupiter opp Saturn
353,1985,Engineer,175.7795,323.6487,187.139,206.453,34.3311,231.2117,13.4538,291.0028,137.3566,280.8439,Moon sq Jupiter; Mercury opp Saturn; Venus opp Mars
354,1990,Scientist,125.2549,294.171,120.5801,160.5667,313.1231,81.6184,235.0005,216.8286,4.1164,279.8707,Sun conj Mercury; Sun opp Mars; Moon opp Mercury
355,1992,Pilot,19.4861,188.778,9.3678,25.7177,117.6594,251.1967,55.1511,242.5087,359.0522,349.5745,Sun conj Venus; Moon opp Mercury; Venus sq Mars
356,1999,Engineer,207.0917,32.4299,203.2801,234.5831,53.2845,121.0205,171.3077,268.3134,197.3349,94.5209,Sun opp Moon; Sun conj Mercury; Sun sq Jupiter; Moon sq Jupiter; Venus opp Mars
357,1992,Scientist,180.6563,278.577,159.9573,145.6039,201.3466,175.63,234.8094,70.5957,221.7589,264.8404,Sun conj Jupiter; Venus sq Saturn
358,1987,Scientist,87.2334,95.8526,83.3171,104.9683,207.3666,40.5108,148.8895,131.4964,68.5763,124.029,Sun conj Mercury
359,2000,Scientist,8.7145,109.7348,36.023,19.8717,356.4573,159.1956,52.4947,16.1559,294.5419,71.8867,Moon sq Venus
360,1991,Engineer,56.1568,30.8932,69.5734,31.4895,223.5609,53.1637,299.6801,103.5666,123.5777,289.5411,Sun conj Jupiter; Moon conj Venus; Moon sq Saturn; Venus sq Saturn
361,1989,Engineer,162.0222,8.1893,145.7267,165.6707,73.3685,188.3757,93.1169,173.8895,262.7725,50.8851,Sun conj Venus; Sun sq Mars; Moon opp Jupiter; Moon sq Saturn; Venus sq Mars; Jupiter sq Saturn
362,1980,Pilot,135.5784,189.6477,121.884,93.349,72.2506,250.7496,97.6613,167.3859,340.2635,23.9752,Moon sq Saturn; Venus conj Saturn; Mars opp Jupiter
363,1988,Engineer,238.6734,328.6328,230.8457,201.031,105.2984,318.0248,139.1484,352.7254,183.0745,255.488,Sun sq Moon; Sun conj Mercury; Mercury sq Jupiter; Mercury sq Saturn; Venus sq Mars; Jupiter opp Saturn
364,1990,Pilot,174.4784,214.9583,151.4075,145.5704,348.0449,201.8475,256.4889,14.3109,332.0172,109.7739,Sun opp Mars; Mercury conj Venus; Mars sq Saturn
365,1995,Engineer,141.6239,56.5219,133.0436,127.4076,225.0831,85.0337,352.1679,180.4505,292.2814,225.2853,Sun sq Moon; Mercury conj Venus; Mercury sq Mars; Jupiter sq Saturn
366,1992,Engineer,320.5448,293.3491,294.1948,325.8189,100.8698,54.6149,322.9831,236.4954,31.6062,137.5946,Sun conj Venus; Sun sq Jupiter; Sun conj Saturn; Moon conj Mercury; Venus sq Jupiter; Venus conj Saturn; Jupiter sq Saturn
367,1999,Engineer,314.1725,247.1484,309.5432,321.1708,153.5274,112.4578,217.9328,161.7009,47.438,234.8902,Sun conj Mercury; Sun conj Venus; Moon sq Mars; Mercury sq Saturn
368,1998,Scientist,194.8874,288.0378,215.1923,176.5512,253.8491,188.57,48.6909,358.4469,351.2797,52.2549,Sun sq Moon; Sun conj Jupiter
369,1998,Engineer,330.1604,200.6425,355.2821,293.5255,114.3351,316.6697,261.7486,275.5566,316.8475,149.0545,Moon sq Venus; Moon sq Mars; Mercury sq Saturn; Venus opp Mars
370,1993,Pilot,109.2053,268.4195,127.2204,122.3427,265.8023,54.7045,67.6561,47.3565,9.4314,354.944,Moon conj Mars; Mercury conj Venus
371,1999,Pilot,96.0705,204.1355,81.0016,70.3601,247.456,129.3341,247.7309,171.5768,180.8369,217.6962,Venus opp Mars; Venus opp Saturn; Mars conj Saturn
372,2000,Engineer,134.6254,306.7666,134.1463,99.8266,69.5735,11.6026,275.234,5.4051,97.1491,148.6958,Sun opp Moon; Sun conj Mercury; Moon opp Mercury; Venus sq Jupiter; Venus opp Saturn
373,1986,Engineer,272.7996,333.7572,299.9947,308.044,176.3794,116.9624,164.7162,88.8422,145.752,15.0575,Mercury opp Jupiter
374,1992,Engineer,259.2723,141.8943,283.8641,266.178,193.0174,230.9018,253.4805,13.8643,39.3539,164.4842,Sun conj Venus; Sun conj Saturn; Moon sq Jupiter; Mercury sq Mars
375,1981,Scientist,316.0008,193.6329,343.0953,271.7689,139.4632,275.4576,346.5332,68.3461,158.2394,318.3831,Sun opp Mars; Mercury conj Saturn; Venus conj Jupiter
376,1989,Physician,166.085,152.0864,172.4205,123.3215,186.1091,51.2063,298.7617,162.6113,260.1528,40.7418,Sun conj Mercury; Venus opp Saturn
377,1998,Engineer,337.6233,250.6011,317.2005,329.325,162.3189,64.3963,212.5136,256.5484,72.6955,163.686,Sun sq Moon; Sun opp Mars; Sun sq Jupiter; Moon sq Mars; Moon opp Jupiter; Venus sq Jupiter
378,1988,Engineer,116.6669,233.4875,128.5092,84.4103,263.9744,32.8288,254.2416,228.2661,30.7104,254.6205,Mercury sq Jupiter; Venus opp Mars
379,1996,Engineer,220.3461,57.5639,223.1655,176.5611,61.5186,120.6695,313.6699,310.5621,58.3647,52.0587,Sun conj Mercury; Sun sq Saturn; Moon conj Mars; Mercury sq Saturn
380,1981,Pilot,151.0494,111.4266,166.0927,145.8902,225.523,42.3194,47.3656,73.0266,224.1217,91.12,Sun conj Venus; Mars opp Jupiter; Mars opp Saturn; Jupiter conj Saturn
381,1994,Engineer,179.1459,179.5112,196.3634,189.5124,177.648,78.0746,237.4094,163.3459,159.0751,216.438,Sun conj Moon; Sun conj Mars; Moon conj Mars; Mercury conj Venus
382,1980,Engineer,88.0967,197.043,94.8036,93.6214,297.0909,17.6108,53.3722,235.1797,13.2196,307.3785,Sun conj Mercury; Sun conj Venus; Moon opp Jupiter; Mercury conj Venus
383,1998,Engineer,301.6852,331.3385,276.431,293.7131,64.1694,241.9526,219.9923,248.9449,214.1888,283.4307,Sun conj Venus; Moon sq Mars; Moon sq Jupiter; Mars opp Jupiter
384,1985,Scientist,347.8656,269.7605,340.0361,303.3062,276.6643,116.2159,323.1107,295.2953,273.0391,303.5915,Sun conj Mercury; Moon conj Mars; Venus opp Jupiter
385,1982,Engineer,105.4198,48.4365,116.3185,83.764,189.739,188.8726,250.4986,220.3393,39.3488,262.7023,Sun sq Mars; Mars conj Jupiter
386,2000,Pilot,190.4208,31.5611,202.9689,200.4795,283.7465,254.45,153.7393,305.2073,93.4776,207.0514,Sun sq Mars; Mercury conj Venus
387,1999,Scientist,127.3872,46.6967,130.8947,129.279,227.4687,177.3016,64.7666,219.3861,255.0913,352.5328,Sun conj Mercury; Sun conj Venus; Moon sq Mercury; Moon opp Mars; Mercury conj Venus
388,1980,Scientist,42.5546,167.3588,59.1716,65.3515,74.6391,221.5109,149.2676,16.3772,125.874,290.1757,Sun opp Jupiter; Moon sq Mars; Mercury conj Venus; Mercury sq Saturn
389,1986,Engineer,4.067,72.4274,351.8381,31.9258,110.7981,182.4083,116.6126,2.2073,246.9009,122.8902,Sun opp Jupiter; Venus sq Saturn; Mars conj Saturn
390,1998,Engineer,221.7576,63.2265,212.2664,206.1995,242.0903,329.8187,287.0116,232.4348,173.3384,225.7922,Moon opp Mars; Moon sq Jupiter; Mercury conj Venus; Mars sq Jupiter
391,1997,Pilot,322.5343,166.4892,340.1276,3.6021,20.168,187.5864,203.3794,244.1511,199.8638,6.7386,Moon opp Mercury; Venus opp Jupiter; Mars opp Saturn
392,1998,Scientist,246.7776,287.8327,268.5072,232.7228,349.0608,100.9656,11.2223,354.1028,225.5439,303.2661,Moon opp Jupiter; Jupiter sq Saturn
393,1998,Scientist,218.0481,67.4564,196.5914,245.1531,110.9813,308.815,255.5424,97.7391,31.2472,315.7375,Sun sq Jupiter; Moon opp Venus; Mercury sq Mars
394,1991,Engineer,162.6863,342.2616,146.7901,143.7088,40.4033,282.5798,280.0045,328.8074,159.7587,8.9765,Sun opp Moon; Mercury conj Venus; Jupiter conj Saturn
395,1995,Engineer,325.7841,174.0499,346.7213,307.5785,117.8417,277.0133,35.3706,353.6185,185.8128,357.3793,Moon opp Mercury; Venus sq Saturn
396,1986,Pilot,260.8454,165.3726,272.8114,262.9905,1.4796,335.6414,247.3388,213.9435,31.3473,168.0753,Sun sq Moon; Sun conj Venus; Mercury sq Mars; Jupiter sq Saturn
397,1981,Pilot,37.117,8.0929,51.5927,50.4467,75.5444,72.2,103.1643,191.6193,278.2034,241.6047,Moon sq Saturn; Mercury conj Venus; Mars conj Jupiter
398,1988,Engineer,53.7555,98.5093,26.6098,65.5582,185.0618,74.3679,126.1145,114.6546,50.9605,253.5673,Moon sq Mars
399,1989,Pilot,206.6699,61.659,196.107,244.3252,194.6078,18.2614,10.4374,325.1853,18.1642,138.0959,Moon opp Venus; Mercury conj Mars; Mercury opp Jupiter; Mercury opp Saturn; Mars opp Jupiter; Mars opp Saturn; Jupiter conj Saturn
400,1982,Scientist,153.5277,64.4339,158.9105,162.4323,301.0228,251.7716,221.8735,112.4786,294.2791,256.6435,Sun sq Moon; Sun conj Mercury; Moon sq Mercury; Moon opp Jupiter; Mercury conj Venus; Mercury sq Jupiter; Venus sq Jupiter
401,1997,Scientist,28.2764,204.4041,5.4797,57.3021,251.4958,35.0147,111.741,231.9907,275.9377,169.3965,Sun opp Moon; Sun conj Jupiter; Moon sq Saturn
402,1987,Engineer,51.7398,92.899,44.093,21.3417,330.2152,118.9181,309.885,116.914,175.5024,23.5315,Sun conj Mercury; Mercury sq Saturn
403,1983,Engineer,126.5187,166.047,108.0836,152.2411,217.5985,45.8618,37.0556,294.319,286.8328,117.3131,Sun sq Mars; Sun sq Saturn; Mars opp Saturn
404,2000,Pilot,25.5326,108.7625,23.3472,34.2241,85.8871,87.7288,57.2473,173.6549,23.7816,74.9657,Sun conj Mercury; Moon sq Mercury; Mars conj Jupiter
405,1998,Scientist,155.2135,204.196,146.3767,173.8502,62.3108,241.0579,266.1721,256.2872,301.2293,41.1562,Sun sq Mars; Sun sq Jupiter; Mercury sq Mars; Mercury sq Jupiter; Venus sq Saturn; Mars opp Jupiter
406,1999,Engineer,166.647,199.8316,184.6803,135.5597,344.118,25.0587,39.1481,293.064,277.6836,136.408,Sun opp Mars; Moon opp Jupiter
407,1995,Engineer,232.1961,78.3402,211.9754,239.9498,271.7959,291.5422,272.548,237.9173,163.0708,104.9412,Sun conj Venus; Mars conj Saturn
408,1999,Engineer,208.0553,70.44,218.2202,190.4487,205.2995,328.7535,109.638,339.6,156.5017,353.7289,Sun conj Mars; Mars sq Saturn
409,1991,Scientist,356.5041,209.7817,2.7476,357.5048,305.1492,306.9019,22.4678,324.3873,348.4438,0.3036,Sun conj Mercury; Sun conj Venus; Moon sq Mars; Moon opp Saturn; Mercury conj Venus; Mars conj Jupiter
410,1997,Scientist,295.4712,129.3281,315.7011,330.5764,84.6868,252.7999,141.9366,114.5258,137.8043,137.3634,Moon opp Mercury; Mercury opp Saturn
411,1997,Engineer,76.0378,62.4276,55.8256,81.3583,303.598,129.7036,150.2048,103.8495,314.1848,45.1977,Sun conj Venus; Moon conj Mercury; Moon sq Saturn; Mercury sq Saturn; Mars opp Jupiter
412,1980,Scientist,25.8286,5.6548,38.2236,24.5519,157.2246,356.4784,30.4788,231.2074,149.708,164.1703,Sun conj Venus; Sun conj Saturn; Mercury conj Saturn; Venus conj Saturn
413,1999,Scientist,334.912,224.3695,332.358,327.6279,295.2257,138.4973,81.2667,152.9179,2.6748,179.3365,Sun conj Mercury; Sun conj Venus; Moon sq Jupiter; Mercury conj Venus
414,1987,Scientist,256.3668,96.9302,280.2544,263.6966,12.0463,13.6314,173.9765,132.6883,208.8968,346.2256,Sun conj Venus; Moon opp Mercury; Moon sq Mars; Mercury sq Mars; Mercury sq Jupiter; Venus sq Saturn; Mars conj Jupiter
415,1982,Pilot,51.1515,167.3771,27.5326,88.5834,31.8407,170.0826,267.007,345.748,28.1095,228.1276,Moon conj Jupiter; Mercury conj Mars; Venus opp Saturn
416,1998,Engineer,112.4999,18.9987,103.7385,139.2385,168.7928,184.5587,168.9237,264.1732,151.5658,345.8093,Sun sq Moon; Moon sq Mercury; Mars conj Saturn
417,1989,Scientist,104.115,12.7174,127.7955,128.0599,261.7098,202.9343,22.1104,170.3378,60.8685,18.5832,Sun sq Moon; Mercury conj Venus; Jupiter opp Saturn
418,1989,Pilot,291.2025,224.7541,279.2642,251.1235,182.0146,306.5203,100.0256,47.714,101.1499,308.829,Mercury opp Saturn
419,1980,Scientist,266.9145,217.3758,289.8819,289.8554,237.296,133.1161,63.1438,281.71,85.0305,65.0913,Moon sq Jupiter; Mercury conj Venus; Mars opp Saturn
420,1996,Pilot,310.3252,336.2191,290.9576,309.9362,357.6908,277.3324,85.6611,158.4666,229.5269,75.9084,Sun conj Venus; Mars sq Saturn
421,1991,Pilot,19.5573,95.1824,37.451,336.5995,167.0454,171.4435,171.4558,341.3706,332.0853,84.1181,Mars conj Jupiter; Mars conj Saturn; Jupiter conj Saturn
422,1992,Engineer,170.8522,52.2539,191.5878,123.9911,333.8001,161.5754,244.2576,346.2346,245.8355,14.7663,Mars opp Jupiter; Mars sq Saturn
423,1997,Scientist,229.4727,344.2261,225.6527,269.6047,309.008,120.5883,96.1516,35.3796,235.5636,140.8154,Sun conj Mercury; Venus opp Saturn
424,1987,Engineer,264.3528,211.9407,247.2687,248.7439,248.5002,64.77,197.1405,242.2087,299.4082,4.3061,Mercury conj Venus; Mercury conj Mars; Mercury opp Jupiter; Venus conj Mars; Venus opp Jupiter; Mars opp Jupiter
425,1983,Engineer,189.0951,246.7798,180.7801,210.7192,90.6826,12.255,222.983,20.4775,213.8899,321.8281,Sun opp Jupiter; Mercury sq Mars
426,1986,Engineer,342.176,229.7098,353.8282,305.6938,308.3187,46.7666,236.3021,323.963,203.7848,348.1796,Moon opp Jupiter; Moon conj Saturn; Venus conj Mars
427,1983,Engineer,250.4353,91.2009,248.5848,292.3088,229.961,332.1703,99.4981,153.714,325.2209,277.157,Sun conj Mercury
428,1990,Scientist,92.6412,99.8235,68.1349,81.9459,358.5451,92.9659,292.6083,64.0546,24.9835,352.5919,Sun conj Moon; Sun sq Mars; Sun conj Jupiter; Moon conj Jupiter; Mars sq Jupiter
429,1986,Engineer,219.7087,64.2392,219.2639,185.5204,276.7346,78.6191,231.6017,328.5393,257.5441,37.1834,Sun conj Mercury; Venus sq Mars
430,1982,Scientist,25.3484,6.7553,25.2197,40.0235,0.3124,13.6208,140.5742,54.5787,118.7391,140.8789,Sun conj Mercury; Moon conj Mars; Moon conj Jupiter
431,1980,Engineer,185.5379,338.368,185.0159,179.3994,303.8577,281.1373,282.7374,194.4463,1.1906,343.4959,Sun conj Mercury; Sun conj Venus; Sun sq Jupiter; Mercury conj Venus; Jupiter conj Saturn
432,1995,Pilot,43.6333,192.7095,71.163,27.6435,109.0181,19.8701,358.9257,232.9468,131.5279,307.2031,Moon opp Jupiter; Venus conj Jupiter; Mars sq Jupiter
433,1990,Engineer,28.9644,165.4702,43.8889,43.1525,63.5826,14.1592,138.2989,68.7611,250.5176,322.7259,Mercury conj Venus; Mercury sq Saturn; Venus sq Saturn
434,2000,Engineer,247.9833,175.1413,269.5553,242.0298,68.2072,12.8514,9.1313,358.6981,85.8546,139.9563,Sun conj Venus; Sun opp Mars; Moon sq Mercury; Venus opp Mars; Jupiter conj Saturn
435,1997,Engineer,231.6267,179.8863,257.6642,261.5574,347.9667,5.9106,122.1426,121.5787,259.5643,145.9828,Moon opp Jupiter; Mercury conj Venus; Mercury sq Mars; Venus sq Mars
436,1986,Scientist,290.5573,240.2339,288.2261,307.6528,314.7319,53.6233,208.5645,332.9337,13.276,50.9726,Sun conj Mercury; Moon opp Jupiter; Venus conj Mars
437,2000,Scientist,6.8627,87.3657,15.1947,320.2417,227.7581,325.6784,295.4661,35.0252,220.0413,300.7268,Venus sq Mars; Venus conj Jupiter
438,1982,Scientist,294.4081,178.9717,311.1619,267.583,289.6033,153.4361,292.1476,353.5894,244.2232,116.7246,Sun conj Mars; Sun conj Saturn; Moon sq Venus; Mars conj Saturn
439,1998,Scientist,196.5185,115.7724,222.5413,168.9888,16.4112,62.4412,22.7599,98.6016,272.718,60.4983,Sun opp Mars; Sun opp Saturn; Moon sq Saturn; Mars conj Saturn
440,1991,Engineer,199.2268,157.918,223.0646,155.1339,35.9884,305.052,220.4789,279.9582,5.6269,175.3083,Moon conj Venus; Mercury opp Mars; Mercury conj Saturn; Mars sq Jupiter; Mars opp Saturn; Jupiter sq Saturn
441,1980,Engineer,2.6006,102.1434,13.4368,30.6557,171.3645,45.6813,51.5116,97.5419,162.1509,86.1314,Moon sq Mercury; Jupiter conj Saturn
442,1985,Engineer,219.7937,64.8002,219.7874,263.0223,225.789,281.7299,125.2273,1.6452,84.83,42.3028,Sun conj Mercury; Sun conj Mars; Sun sq Saturn; Mercury conj Mars; Mercury sq Saturn
